no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,loan_status,Assets_Sum
2,1,0,4200000,10200000,14,407,0,24900000
0,0,1,9200000,34900000,4,702,1,66800000
2,1,0,4300000,9800000,2,499,0,26600000
1,1,1,7500000,19900000,10,669,1,36000000
5,0,1,5400000,18800000,20,326,0,37800000
3,0,0,5500000,16200000,18,778,1,36800000
2,0,1,2100000,4500000,2,787,1,15700000
0,1,0,3700000,12300000,16,831,1,23800000
0,1,0,8800000,32900000,18,576,1,48200000
5,0,0,5800000,22800000,12,600,1,43500000
4,1,0,7900000,30600000,2,569,1,38500000
1,0,1,3100000,6300000,20,867,1,18600000
0,0,0,4100000,14500000,12,441,0,29800000
2,0,1,9800000,32700000,2,304,1,56800000
5,0,0,3300000,8400000,18,520,0,21800000
0,1,0,2000000,6200000,14,613,1,8600000
2,0,1,600000,1100000,8,885,1,2200000
4,0,1,3600000,9500000,2,841,1,24900000
2,0,0,7500000,29100000,20,815,1,56300000
5,1,1,200000,400000,18,822,1,1400000
4,0,0,9900000,29100000,18,772,1,82000000
5,1,1,6100000,22500000,6,776,1,46100000
4,0,1,3500000,10300000,10,337,0,29600000
0,0,1,7800000,19000000,12,333,0,70500000
3,0,1,8700000,29300000,4,312,1,46700000
2,1,1,5500000,12400000,14,842,1,28300000
3,1,1,1800000,5100000,8,790,1,5800000
2,1,0,8000000,31900000,16,806,1,50300000
5,0,1,7500000,17000000,8,300,0,41700000
5,1,1,3700000,12000000,12,605,1,23000000
2,1,1,1600000,4700000,12,582,1,9000000
5,1,0,1300000,2700000,6,607,1,8600000
5,1,1,2400000,8200000,10,709,1,17400000
4,1,1,4100000,11600000,14,854,1,25800000
2,0,1,7300000,15200000,20,776,1,54800000
1,1,1,8000000,24600000,12,649,1,43400000
3,0,0,7900000,28000000,4,394,1,58100000
4,0,0,7200000,18900000,16,371,0,44500000
3,0,0,6200000,13200000,14,707,1,53400000
2,0,1,5700000,18100000,20,491,0,28500000
0,1,1,5800000,14100000,16,570,1,32500000
1,0,0,900000,3500000,18,395,0,7600000
0,0,1,2200000,7500000,10,497,0,11900000
3,0,1,1800000,5300000,14,440,0,6800000
0,0,1,800000,2400000,16,825,1,4900000
2,1,1,7600000,18100000,14,320,0,53900000
2,1,1,4100000,13500000,4,846,1,30500000
3,1,1,4600000,10900000,12,856,1,31300000
3,1,0,2300000,6800000,10,418,0,13200000
0,0,1,8000000,21100000,6,306,0,64800000
2,0,1,3800000,14500000,16,567,1,18500000
2,0,1,9500000,36800000,6,493,0,76200000
2,1,0,9300000,21200000,2,509,0,47800000
4,1,0,4700000,17000000,4,364,1,32500000
5,0,0,6000000,24000000,20,639,1,29300000
2,1,1,5500000,21700000,2,309,1,42000000
0,0,1,4600000,14800000,6,433,0,34500000
5,0,0,9900000,33600000,20,580,1,69900000
1,1,1,6200000,16200000,4,888,1,40200000
4,0,1,400000,1100000,6,644,1,3300000
1,0,1,7800000,22200000,10,763,1,44500000
0,1,1,2900000,10800000,20,694,1,19300000
3,0,0,500000,1200000,6,757,1,3200000
0,0,0,2500000,6900000,12,471,0,17800000
5,0,0,9000000,35200000,2,437,1,64900000
4,0,1,5200000,11400000,10,406,0,34100000
5,0,0,6000000,19700000,20,376,0,48000000
1,1,0,5100000,13800000,14,350,0,24600000
5,0,1,8000000,22500000,20,784,1,51700000
4,1,1,9200000,25400000,14,765,1,58500000
4,0,0,9800000,32200000,18,593,1,58200000
3,1,1,7600000,30000000,10,344,0,71400000
1,1,0,5100000,11800000,12,314,0,39600000
4,1,1,1500000,3300000,16,382,0,6900000
2,0,1,6200000,16500000,4,510,0,43300000
2,1,1,6300000,24600000,8,464,0,29800000
1,1,1,5500000,14900000,2,403,0,40100000
3,0,0,8100000,30400000,12,606,1,45500000
1,1,0,6300000,22000000,20,646,1,36400000
1,1,0,1100000,3600000,20,495,0,6300000
3,0,1,7200000,21600000,2,626,1,42800000
1,0,1,3000000,6000000,16,518,0,21000000
5,1,0,2700000,7600000,8,746,1,13700000
0,0,0,5000000,16300000,12,737,1,22200000
0,0,0,8400000,22300000,14,371,0,43400000
1,1,0,7700000,27300000,8,509,0,43300000
1,1,0,4700000,14000000,2,411,0,24000000
2,0,0,4300000,11800000,20,701,1,33700000
5,0,0,2500000,8800000,10,769,1,16200000
5,0,1,4400000,12500000,6,740,1,25800000
5,0,0,5700000,11600000,4,892,1,43500000
2,0,0,5300000,13100000,14,417,0,36100000
5,1,0,4600000,14400000,6,785,1,33700000
3,0,0,400000,1100000,16,504,0,1800000
0,0,0,2100000,5900000,14,402,0,10200000
2,1,1,1200000,3500000,16,540,0,9200000
2,1,1,8000000,28400000,10,607,1,55800000
1,1,1,5000000,19400000,10,410,0,34000000
0,0,0,8500000,17200000,12,624,1,38600000
4,1,0,4600000,16600000,16,805,1,27100000
2,1,0,4600000,16100000,18,709,1,35300000
2,0,1,8500000,30900000,14,511,0,55100000
1,1,1,7800000,25100000,18,766,1,40900000
3,0,1,1400000,3800000,16,451,0,10000000
1,0,1,3700000,10200000,4,447,0,20000000
3,0,1,1000000,2500000,18,763,1,5000000
5,0,0,900000,3100000,20,834,1,5300000
2,1,0,5600000,19500000,8,429,0,36600000
4,0,0,3200000,10600000,16,693,1,24900000
1,1,0,2900000,11100000,20,478,0,18600000
2,1,1,300000,800000,10,752,1,2300000
0,1,1,2400000,5900000,14,319,0,19000000
3,1,0,5000000,17600000,8,303,0,35600000
3,0,1,5000000,16700000,20,420,0,31700000
2,0,1,200000,600000,8,552,1,1500000
3,0,1,6000000,16000000,12,606,1,41300000
2,0,0,5600000,13700000,2,558,1,35600000
1,0,0,4500000,12400000,6,504,0,30500000
5,0,1,200000,300000,8,412,0,600000
4,0,1,6200000,18300000,4,900,1,42000000
4,0,1,9800000,23800000,8,634,1,65800000
5,1,1,3900000,9000000,8,340,0,25900000
3,0,1,8300000,20900000,4,615,1,33200000
2,1,1,4900000,12200000,18,353,0,25200000
4,1,1,6900000,16300000,8,606,1,34000000
2,0,0,4500000,14500000,18,498,0,26400000
4,0,0,7500000,21900000,2,585,1,54600000
1,0,1,2300000,6400000,8,578,1,15400000
1,1,0,7400000,15500000,2,693,1,46900000
4,1,0,4800000,14300000,6,795,1,19600000
1,1,0,2600000,9900000,6,594,1,16400000
3,0,1,2700000,10600000,8,840,1,14400000
3,0,0,3700000,10900000,16,301,0,23100000
4,1,1,2600000,9400000,18,481,0,18100000
5,0,1,8800000,23100000,16,531,0,53500000
2,0,0,7500000,15400000,8,332,0,40500000
0,1,0,4700000,18500000,4,516,1,25900000
2,0,0,7100000,26600000,6,727,1,55300000
3,0,1,5500000,19300000,10,344,0,34700000
2,1,0,9500000,31500000,12,650,1,67800000
3,1,1,4200000,15400000,8,362,0,36300000
5,1,1,6900000,18600000,18,307,0,37800000
5,1,0,9900000,24600000,2,530,0,70400000
5,1,0,6700000,17700000,6,482,0,37800000
0,0,1,9300000,22200000,14,701,1,52300000
2,1,0,5600000,17200000,16,586,1,34400000
0,1,1,8100000,17600000,16,384,0,70400000
4,0,0,6000000,18000000,18,882,1,28900000
5,0,1,4200000,11200000,2,758,1,25200000
5,1,0,1600000,4000000,18,529,0,8800000
3,1,1,800000,1500000,2,589,1,4800000
1,1,0,500000,1300000,6,670,1,3600000
5,0,1,4300000,14100000,12,532,0,34900000
0,0,0,4000000,12500000,18,868,1,28500000
2,0,0,2900000,7300000,2,776,1,23200000
5,1,1,2300000,9100000,16,644,1,16300000
0,1,1,1800000,6000000,12,658,1,12100000
1,1,1,8700000,33900000,10,766,1,45500000
3,0,0,7800000,21100000,12,717,1,38000000
2,1,0,3200000,6300000,10,339,0,15200000
0,0,0,1600000,4500000,18,463,0,8000000
4,0,0,2400000,7300000,4,540,1,12800000
1,1,0,1800000,5900000,16,804,1,9300000
1,1,0,7500000,16000000,10,541,0,48300000
4,0,1,6700000,18400000,10,371,0,23400000
5,1,0,5800000,13700000,6,369,0,28300000
0,0,0,500000,1800000,2,651,1,2600000
0,1,1,9400000,30700000,10,477,0,52000000
4,0,0,1600000,6200000,18,554,1,10600000
0,1,1,9300000,25000000,14,362,0,74300000
5,1,0,3700000,14000000,2,469,1,15200000
3,0,0,900000,1900000,12,547,0,6200000
4,0,0,500000,1300000,6,809,1,1900000
1,1,1,7800000,16200000,2,335,0,47900000
5,0,1,5300000,13700000,18,708,1,33600000
0,1,0,300000,700000,16,779,1,1600000
0,1,1,5000000,19900000,6,748,1,31100000
0,1,0,7900000,28600000,18,541,0,33300000
4,1,0,5300000,15800000,2,527,0,32600000
0,0,1,5500000,15300000,4,859,1,38400000
0,1,0,1500000,5600000,18,604,1,10600000
5,1,0,6600000,20100000,18,348,0,39100000
4,1,1,6200000,16200000,20,734,1,31800000
3,1,0,6300000,17000000,16,388,0,33100000
0,1,1,3800000,8100000,20,831,1,17900000
5,0,0,500000,1500000,6,433,0,3200000
2,1,1,5000000,15900000,16,699,1,40000000
0,0,0,4500000,17100000,8,303,0,37200000
4,0,0,1000000,3800000,2,611,1,6600000
2,1,0,1700000,3700000,20,558,1,13000000
4,1,1,1200000,4800000,2,752,1,7300000
5,0,1,8500000,25800000,14,786,1,68600000
0,1,0,8600000,29000000,18,481,0,56900000
2,1,0,400000,1300000,16,507,0,2200000
4,1,0,8700000,19800000,14,715,1,67400000
0,0,0,1800000,5700000,20,392,0,11100000
0,1,1,4700000,17700000,16,887,1,26100000
0,0,0,7300000,21600000,2,479,0,53600000
2,1,0,8400000,32100000,20,328,0,48400000
2,1,1,4800000,12900000,8,740,1,24900000
2,1,0,9200000,34200000,2,456,1,55000000
1,0,0,6200000,21100000,10,467,0,54900000
0,1,1,200000,700000,10,587,0,600000
0,0,1,2500000,6700000,16,569,1,15400000
3,0,1,8000000,24400000,14,399,0,56700000
1,0,0,4600000,15200000,4,593,1,33200000
3,0,1,4900000,12700000,8,409,0,28500000
4,0,0,9500000,21300000,18,353,0,57700000
5,1,1,4500000,11600000,20,306,0,24300000
2,1,1,5900000,14200000,12,499,0,45400000
4,1,0,4200000,14600000,6,324,0,26900000
2,0,1,3300000,11300000,6,647,1,28300000
2,1,1,4900000,12600000,2,767,1,25300000
4,0,0,5300000,10700000,12,821,1,45800000
4,0,0,7200000,17700000,6,338,0,54200000
0,1,0,8400000,24300000,4,785,1,57100000
3,1,0,3800000,11800000,4,694,1,13900000
0,0,0,9900000,22300000,20,613,1,65800000
4,1,1,2900000,8300000,10,318,0,25800000
3,0,1,6000000,18700000,18,783,1,40400000
2,0,0,1700000,5300000,20,761,1,7900000
4,1,1,5300000,12000000,10,329,0,48000000
5,0,1,7500000,15000000,14,661,1,52200000
4,0,0,400000,900000,18,339,0,1900000
1,1,1,8300000,17700000,10,673,1,61900000
3,1,0,4500000,16900000,18,748,1,37400000
3,1,0,4600000,10000000,4,702,1,28900000
4,0,0,4700000,10300000,12,710,1,38700000
0,1,1,900000,3500000,6,331,0,8400000
1,0,0,2400000,7600000,12,372,0,18100000
0,0,1,3900000,9600000,10,783,1,26800000
0,1,0,8300000,31400000,18,558,1,48400000
4,1,1,4700000,13000000,6,552,1,28200000
4,0,0,3900000,10600000,20,544,0,23000000
2,0,0,400000,1000000,6,425,0,2100000
2,0,1,1700000,5100000,18,321,0,11400000
2,1,1,6100000,15500000,8,758,1,33400000
5,1,1,7300000,19600000,10,373,0,45200000
3,0,1,300000,500000,6,876,1,1800000
2,0,0,4300000,14500000,10,594,1,31400000
3,0,0,7000000,18400000,18,837,1,31800000
0,0,1,4900000,16500000,4,600,1,31800000
4,1,0,6200000,12400000,20,547,0,50200000
1,0,0,4100000,15800000,12,431,0,37900000
0,0,1,7300000,22600000,12,851,1,36800000
4,0,1,9200000,28100000,12,760,1,68100000
0,0,0,800000,2400000,2,716,1,5400000
4,0,0,2900000,11200000,10,744,1,19500000
3,0,0,8100000,21600000,4,740,1,52900000
0,1,0,9300000,20300000,14,759,1,76000000
4,1,1,9200000,29400000,14,517,0,48500000
3,0,1,3100000,6300000,18,895,1,20400000
3,0,1,7000000,15400000,20,315,0,49800000
4,0,0,3900000,8800000,14,527,0,27500000
3,1,0,5500000,19800000,14,853,1,28900000
0,1,0,6600000,13700000,20,747,1,35900000
2,0,0,9900000,31600000,16,892,1,65800000
4,1,1,6600000,20500000,8,856,1,48700000
3,1,0,8600000,23600000,4,324,0,50400000
5,1,0,7900000,28600000,12,812,1,68200000
5,1,1,6800000,22600000,2,804,1,44100000
4,1,0,700000,1800000,8,874,1,4200000
2,0,1,3800000,10000000,12,516,0,25900000
5,1,1,6900000,18300000,4,402,0,55000000
1,1,1,3700000,12400000,12,330,0,17600000
1,1,0,7900000,24000000,12,867,1,70600000
4,1,1,8800000,34200000,16,844,1,61100000
5,0,1,3300000,7800000,8,310,0,19400000
4,0,0,5800000,14200000,20,535,0,38700000
1,1,1,7400000,29500000,16,323,0,51900000
1,1,0,8200000,25600000,4,686,1,29600000
0,0,1,3300000,9600000,8,465,0,18500000
4,1,1,5300000,10700000,12,547,0,28500000
1,0,0,5700000,19100000,12,649,1,40500000
2,0,0,9000000,31000000,14,670,1,70700000
3,1,0,5900000,14400000,10,408,0,34200000
2,0,0,5400000,11900000,6,303,0,46500000
0,1,0,9800000,34800000,14,497,0,38600000
4,1,1,9800000,34100000,14,740,1,55600000
4,0,1,3800000,8200000,4,309,0,28300000
0,0,0,9500000,24400000,14,769,1,61800000
3,1,1,2500000,7100000,6,420,0,18800000
1,1,0,1900000,6000000,20,540,0,8100000
5,1,1,4400000,10600000,20,806,1,26600000
4,1,1,1400000,2900000,6,723,1,10100000
5,0,1,3200000,11800000,16,565,1,21800000
1,1,1,3100000,9200000,16,374,0,16500000
4,1,0,4500000,9900000,10,509,0,29100000
3,0,1,9300000,23500000,16,728,1,50500000
2,1,0,6900000,18200000,20,396,0,48200000
0,0,1,3900000,8600000,2,667,1,26400000
5,0,0,3200000,7400000,12,583,1,29100000
1,0,1,5600000,21100000,10,459,0,33100000
4,0,1,3700000,11900000,18,635,1,28400000
3,0,0,8400000,27200000,12,604,1,58600000
0,0,1,4200000,8900000,14,796,1,22700000
4,1,0,3800000,8500000,10,416,0,30000000
3,1,0,3200000,8200000,8,311,0,22800000
1,1,0,9700000,33900000,10,833,1,75700000
1,0,1,4300000,9400000,6,543,0,31600000
5,1,1,8100000,20300000,18,751,1,48600000
5,0,1,9400000,23200000,14,885,1,57700000
4,0,1,8100000,19400000,6,346,0,50900000
4,1,0,6500000,14500000,4,588,1,49000000
2,1,0,9400000,23100000,4,488,0,63100000
1,0,1,2600000,6600000,20,765,1,8800000
3,0,1,8000000,25600000,6,337,0,38000000
1,1,0,4700000,9300000,8,515,0,26000000
2,1,1,7600000,22300000,12,555,1,40700000
1,1,1,6800000,27200000,2,702,1,40400000
2,0,1,6600000,17000000,2,457,0,31900000
2,1,0,8200000,27200000,10,425,0,50100000
1,1,1,4400000,12300000,6,583,1,34100000
1,0,0,8300000,29200000,6,877,1,64600000
0,1,0,9200000,36500000,14,522,0,51400000
5,0,1,2700000,8700000,20,687,1,14100000
0,1,0,6100000,23600000,20,856,1,32600000
4,0,1,9100000,33000000,8,543,0,60800000
5,0,1,7600000,15400000,14,576,1,34300000
2,0,0,7200000,17000000,10,856,1,52600000
0,1,1,2600000,8200000,8,722,1,18000000
4,1,1,6500000,20200000,12,653,1,50200000
5,1,0,8900000,35500000,16,480,0,58600000
2,1,1,5400000,14300000,14,477,0,27500000
0,1,0,300000,500000,2,885,1,1500000
0,0,0,8400000,19600000,18,530,0,57100000
3,1,0,8300000,17200000,8,870,1,41800000
4,0,0,1700000,5600000,8,395,0,9400000
2,0,0,1500000,4200000,16,771,1,10100000
1,0,1,200000,500000,2,579,1,1200000
1,1,1,1000000,3700000,14,798,1,7400000
3,0,1,8800000,25100000,8,473,0,54600000
0,1,1,1000000,3200000,8,304,0,5500000
0,0,1,8600000,23000000,14,678,1,70100000
5,1,1,2400000,8900000,2,745,1,15000000
1,1,0,2400000,8900000,8,835,1,10200000
5,0,1,6000000,12100000,20,848,1,40300000
5,0,0,7600000,16300000,18,872,1,32700000
3,0,0,8000000,20100000,10,608,1,56600000
0,1,1,5400000,19500000,16,758,1,29600000
0,0,1,1400000,3700000,4,841,1,9600000
0,0,1,800000,2600000,2,618,1,4000000
4,1,1,300000,1100000,4,457,1,2300000
0,1,0,4100000,14400000,4,844,1,22800000
2,0,0,1500000,3800000,4,776,1,9500000
1,0,0,4600000,13900000,8,520,0,31700000
1,1,1,3300000,7500000,12,648,1,18400000
4,0,1,7900000,31400000,10,654,1,62100000
0,0,0,8100000,26500000,20,342,0,40900000
5,0,0,900000,2800000,16,808,1,6900000
1,1,1,4900000,15200000,10,429,0,30700000
3,1,1,6100000,18100000,14,538,0,39700000
3,0,0,4500000,16400000,6,533,0,23500000
2,1,1,2900000,7300000,8,394,0,22000000
1,0,0,7900000,29300000,2,771,1,54800000
5,1,1,4100000,10100000,4,792,1,24000000
5,0,1,7700000,15500000,8,407,0,46500000
0,0,0,5600000,19300000,18,544,0,35500000
5,1,0,9000000,18000000,18,509,0,55900000
4,0,1,6400000,18400000,16,320,0,43500000
4,1,0,6900000,14700000,2,496,0,38500000
3,0,0,9100000,27400000,18,652,1,54300000
2,1,1,1100000,3700000,2,806,1,6900000
4,0,0,1700000,4500000,12,821,1,11500000
5,1,1,9200000,28800000,20,618,1,69600000
2,0,1,8300000,20600000,12,729,1,71200000
5,0,1,5000000,10600000,6,839,1,44500000
3,1,0,2200000,6400000,2,318,0,9300000
2,1,0,4500000,9600000,16,404,0,27500000
5,0,1,4100000,9000000,6,581,1,22800000
1,0,0,2800000,6800000,18,596,1,17100000
1,0,0,6600000,20700000,4,415,1,46300000
3,0,1,3200000,7200000,6,728,1,19400000
0,0,0,6300000,13300000,2,666,1,31900000
2,1,0,4700000,17700000,14,675,1,32600000
0,1,0,4100000,15400000,16,304,0,27500000
5,1,1,7100000,15500000,4,474,0,48400000
4,1,1,4900000,10200000,18,370,0,33400000
4,1,0,5600000,20300000,20,596,1,36600000
4,1,0,3400000,8300000,2,567,1,20500000
3,0,0,4500000,16100000,16,671,1,32300000
2,1,0,300000,800000,18,819,1,1900000
5,0,1,7600000,23000000,10,829,1,35300000
5,1,0,500000,1200000,12,454,0,3200000
0,1,1,5900000,15200000,16,399,0,37100000
0,1,0,7100000,20700000,10,784,1,57400000
2,0,1,8500000,26900000,6,538,0,63800000
0,1,1,6400000,16900000,16,759,1,41600000
2,1,0,7100000,21400000,12,699,1,52200000
5,0,0,1800000,5400000,14,347,0,11700000
3,0,1,6600000,25200000,20,598,1,46000000
4,1,1,8800000,27100000,2,406,1,54400000
2,0,0,4800000,15800000,20,860,1,23500000
5,1,1,4400000,16500000,10,806,1,21900000
0,0,0,2000000,6900000,2,448,1,15200000
2,1,0,6800000,22600000,20,393,0,32800000
5,0,1,6600000,16000000,12,811,1,37800000
2,1,0,3300000,7900000,20,829,1,22700000
3,0,0,7400000,23400000,16,700,1,51900000
0,0,1,4500000,12400000,18,719,1,22800000
1,0,1,9500000,30500000,12,430,0,54700000
1,1,0,800000,3000000,4,338,1,4900000
2,1,0,4000000,13000000,4,695,1,33000000
2,0,0,7000000,25700000,18,374,0,36500000
3,1,0,3500000,8500000,18,609,1,22500000
3,1,1,9700000,36000000,6,631,1,45000000
0,0,0,3400000,10800000,6,439,0,20200000
1,1,1,4600000,13500000,20,837,1,27700000
4,1,0,3800000,10400000,10,833,1,28300000
4,0,1,4200000,9600000,20,863,1,20800000
2,1,0,2500000,8700000,4,684,1,12900000
0,0,1,7000000,24600000,6,542,0,38200000
1,0,0,5300000,11500000,8,753,1,31600000
0,0,0,6400000,14200000,2,512,0,37400000
3,0,0,3400000,8100000,12,385,0,24800000
4,0,0,6700000,18800000,2,749,1,52000000
1,0,1,4600000,10100000,4,618,1,19500000
4,1,1,900000,2500000,4,583,1,5000000
0,1,0,5100000,19900000,18,655,1,28600000
0,0,1,7000000,20900000,20,380,0,49900000
3,1,1,4100000,14700000,6,679,1,26400000
2,1,0,4600000,14800000,6,410,0,41600000
2,1,1,3600000,11500000,8,590,1,20700000
5,1,0,5900000,13800000,14,397,0,36400000
2,1,0,600000,2100000,16,425,0,4000000
0,1,0,4900000,16400000,2,383,1,27600000
5,1,1,6400000,23900000,6,406,0,56800000
2,1,0,7000000,19800000,10,563,1,44100000
3,1,1,6700000,13400000,14,782,1,44300000
1,0,1,800000,2200000,4,852,1,4300000
5,0,0,7600000,27800000,2,753,1,55500000
5,1,1,3200000,7600000,4,489,0,20400000
2,0,1,4900000,13800000,2,586,1,28200000
3,0,0,7200000,20800000,16,560,1,37500000
3,1,0,5600000,20600000,6,487,0,40400000
4,1,1,7300000,18300000,8,434,0,46400000
4,0,0,3300000,7000000,20,504,0,21200000
2,1,1,9200000,25300000,4,827,1,72100000
3,0,1,8100000,23300000,20,657,1,52900000
5,1,0,6600000,21400000,10,447,0,50400000
0,1,1,4200000,13600000,4,834,1,27200000
2,1,0,5800000,21700000,8,354,0,33800000
2,1,1,5600000,21000000,18,883,1,38300000
0,0,1,3600000,9900000,12,641,1,24500000
1,1,1,7700000,16900000,6,621,1,68100000
0,1,1,7800000,23300000,10,587,1,59000000
3,0,0,5700000,15400000,16,424,0,29700000
5,1,0,6300000,20500000,14,515,0,35300000
5,0,1,2300000,4700000,18,592,1,14500000
4,1,1,9600000,19900000,6,319,0,54400000
1,0,1,1000000,3900000,16,360,0,5500000
5,1,1,7200000,27100000,12,535,0,54100000
2,0,1,3800000,11400000,16,666,1,23200000
4,0,1,9300000,24600000,16,419,0,49900000
2,0,1,7200000,21900000,12,640,1,29800000
0,1,0,7600000,19700000,12,545,0,46300000
4,1,0,4500000,15300000,10,843,1,33100000
1,0,1,9900000,30900000,20,559,1,68900000
0,0,1,700000,2000000,18,650,1,5000000
0,1,0,3500000,12300000,16,479,0,28300000
1,1,1,300000,1000000,14,324,0,1400000
5,0,1,5400000,16700000,2,354,1,30100000
4,0,1,2800000,8400000,10,521,0,15500000
5,0,1,4900000,15900000,8,505,0,38300000
4,0,0,600000,1700000,12,436,0,2800000
0,1,0,3000000,8100000,6,683,1,21500000
0,1,0,1800000,5800000,18,348,0,11300000
4,1,1,5100000,15700000,6,867,1,42300000
5,1,0,1400000,4100000,14,880,1,10400000
2,1,1,6700000,25500000,10,673,1,49800000
3,0,0,4300000,12600000,18,482,0,29500000
3,1,1,7800000,19600000,4,767,1,56800000
3,0,0,5400000,15800000,18,760,1,38600000
0,0,0,500000,1900000,2,857,1,3700000
1,1,0,8600000,26700000,10,735,1,52800000
3,1,0,2500000,9300000,4,810,1,19100000
4,0,0,3000000,7200000,2,680,1,15600000
5,0,1,7000000,26900000,4,889,1,35400000
1,0,1,400000,1500000,16,688,1,2100000
5,0,0,5200000,13700000,16,531,0,31900000
3,1,0,3300000,11100000,2,660,1,27000000
1,0,1,2400000,8800000,18,414,0,15400000
4,1,1,5800000,15800000,14,528,0,36500000
4,0,1,9400000,20000000,12,817,1,47600000
2,0,0,6100000,15300000,2,799,1,35700000
1,1,1,7500000,21400000,20,655,1,59500000
2,0,0,4100000,16200000,6,546,0,25400000
3,0,0,8500000,30800000,14,745,1,45800000
0,1,0,4300000,16900000,8,884,1,27600000
5,0,0,9300000,22000000,4,822,1,67200000
4,0,0,6000000,18700000,2,623,1,33100000
1,0,1,5300000,18900000,16,361,0,22700000
5,0,1,7400000,16200000,2,778,1,48300000
1,0,1,1100000,3800000,8,779,1,8000000
1,1,1,6600000,20700000,4,594,1,40300000
3,1,0,8200000,28300000,2,530,1,57800000
3,0,0,3300000,9300000,12,324,0,17400000
4,1,1,2500000,9000000,10,394,0,19000000
3,1,1,3300000,10400000,12,816,1,30100000
5,0,0,1000000,2300000,16,423,0,6700000
5,1,1,6200000,12800000,2,539,0,42500000
1,1,0,7000000,21000000,20,554,1,43700000
2,1,1,7000000,19000000,6,523,0,49900000
1,0,1,5300000,12000000,10,852,1,34700000
0,0,1,1800000,3700000,2,505,0,12200000
0,1,1,2300000,7900000,10,430,0,19400000
2,1,0,4000000,9200000,16,784,1,21700000
1,0,0,8900000,24000000,6,380,0,59100000
3,1,0,8000000,18600000,20,565,1,42100000
4,1,1,7900000,26900000,14,446,0,49900000
5,1,1,6700000,20200000,8,406,0,34200000
4,0,0,2400000,6000000,6,712,1,16200000
4,0,0,8600000,22600000,14,729,1,48900000
1,0,1,5300000,14600000,20,508,0,35600000
0,1,0,7400000,24900000,20,648,1,44500000
0,0,1,8700000,18700000,10,346,0,41900000
5,1,0,8200000,18500000,4,394,0,53800000
0,0,1,3700000,9700000,12,501,0,23000000
5,0,1,9200000,36300000,2,655,1,45100000
4,0,0,6100000,20900000,4,662,1,44600000
2,1,1,8800000,30800000,20,820,1,44100000
5,0,0,9200000,18900000,10,521,0,53100000
3,1,0,7200000,27900000,12,473,0,66400000
1,1,0,600000,1200000,10,561,1,3200000
5,1,0,8000000,23100000,20,461,0,44800000
4,1,1,6900000,13800000,16,715,1,37300000
0,0,1,4300000,15600000,18,440,0,22200000
3,0,1,8500000,24900000,18,749,1,52600000
4,0,0,8600000,17400000,2,787,1,51300000
3,1,0,6300000,13900000,18,748,1,56800000
3,0,1,5800000,13600000,12,321,0,30700000
3,1,1,1000000,2300000,10,303,0,4900000
0,0,1,1700000,5400000,8,682,1,9400000
2,0,0,3200000,8600000,18,638,1,18000000
0,1,1,7500000,16600000,14,440,0,66100000
1,0,1,2000000,6600000,10,873,1,10300000
3,0,0,9100000,19700000,20,437,0,56600000
4,1,1,8400000,19700000,8,796,1,55000000
4,1,0,7100000,27200000,16,824,1,36700000
2,0,0,200000,800000,6,338,0,600000
0,0,1,5000000,14900000,12,575,1,33200000
0,0,1,4500000,16900000,8,773,1,33100000
2,0,1,5100000,19700000,2,733,1,23600000
3,1,1,4100000,10600000,14,475,0,28100000
1,0,0,7200000,15000000,10,677,1,43100000
3,0,0,7800000,17700000,6,403,0,51000000
3,1,1,7500000,25300000,12,767,1,53000000
3,1,1,6400000,21000000,2,813,1,39700000
4,1,0,7000000,25700000,20,597,1,71000000
4,0,1,9000000,31100000,8,896,1,48000000
2,0,1,4400000,13900000,6,810,1,37600000
2,0,0,900000,2000000,14,337,0,4400000
1,1,0,9800000,26900000,18,792,1,67100000
4,0,0,600000,1600000,6,784,1,2800000
5,1,1,9700000,30100000,12,434,0,65400000
2,1,1,8400000,32600000,10,384,0,44100000
1,1,0,8300000,24900000,10,642,1,54300000
4,1,0,7900000,29900000,8,314,0,60700000
1,0,0,8600000,25900000,2,606,1,63500000
5,0,1,6700000,17600000,14,843,1,38000000
0,1,0,2700000,7400000,10,778,1,16000000
0,0,0,6600000,25600000,8,718,1,55500000
1,1,1,7100000,20800000,20,437,0,50400000
5,1,1,300000,700000,10,586,1,1500000
2,1,0,2200000,7000000,6,777,1,14200000
1,1,1,8700000,31700000,12,525,0,54400000
4,1,0,7200000,23100000,12,632,1,36900000
0,0,0,2000000,4800000,20,337,0,10700000
4,1,1,8600000,27900000,8,458,0,69900000
2,1,1,2300000,5400000,8,364,0,14000000
2,0,1,9600000,29800000,16,499,0,74000000
2,1,1,1900000,6500000,16,887,1,9400000
1,1,0,2100000,6300000,16,882,1,16700000
1,0,1,3900000,8700000,8,817,1,16200000
5,0,1,200000,300000,10,704,1,1600000
1,0,1,1900000,4500000,12,742,1,8800000
0,0,1,3200000,11600000,4,393,1,16100000
0,0,0,1100000,4300000,18,828,1,5300000
5,1,1,8000000,21500000,12,779,1,57900000
4,1,1,6100000,21700000,6,860,1,34500000
5,1,0,3200000,10600000,2,432,1,25100000
4,1,1,9000000,30400000,20,532,0,72000000
0,0,1,1200000,3200000,2,678,1,6800000
